Term ID	Class	Description	Status
001-2304	001	Sodium ascorbate for the food industry	A
001-2306	001	Refined methanol for industrial purposes	A
003-1918	003	Polishing preparations for fruits	A
003-1919	003	Dewaxing agents for cleaning purposes	A
005-2384	005	Gastrodia elata for pharmaceutical purposes	A
005-2385	005	Shark repellent preparations	A
007-4458	007	Wire mesh conveyor belts	A
037-1483	037	Construction of houses	A
044-2934	044	Beauty salons for wig cutting	A
015-2428	015	Snare drums	A
029-1959	029	Fish meat floss	A
035-3101	035	Organization of fashion parades for sales promotion purposes	A
037-1609	037	Installation, maintenance and repair of blow moulding machines	A
037-1610	037	Installation, maintenance and repair of burglar alarms	A
037-1485	037	Clothing repair and provision of information relating thereto	A
037-1487	037	Concrete pumping services	A
005-2369	005	Immunoassay reagents for medical use	A
007-4437	007	Power saws	A
007-4438	007	Pulp making machines	A
007-4440	007	Reduction gears other than for land vehicles	A
007-4443	007	Rope making machines	A
004-610	004	Industrial paraffins	A
004-612	004	Linseed oils for industrial purposes	A
007-4397	007	Shoe lasts being parts of machines	A
007-225	007	Pump impellers	A
007-4401	007	Electric salt grinders	A
035-3078	035	Website traffic optimization	A
036-199	036	Commercial lending services	A
038-46	038	Telecommunications gateway services	A
040-1047	040	Pressing of fruit for others	A
041-2278	041	Arranging and conducting of seminars in the field of oncology	A
042-2419	042	Software development in the framework of software publishing	A
044-2835	044	Hair dyeing services	A
044-2836	044	Eyelash dyeing services	A
045-2685	045	Legal services relating to company formation and registration	A
008-190	008	Bagel slicers [knives]	D
008-4239	008	Bagel knives	A
008-4241	008	Slotted tools for use in curling paper for quilling	A
009-5968	009	Recorded player versus player (PvP) video game software	A
016-2628	016	Paper strips for use in creating paper filigree	A
008-4242	008	Slotted tools for use in curling paper for filigree	A
008-4243	008	Quilling tweezers	A
016-2627	016	Paper strips for use in creating quilling art	A
009-5969	009	Recorded real-time strategy (RTS) video game software	A
009-5966	009	Downloadable player versus player (PvP) video game software	A
009-5967	009	Downloadable real-time strategy (RTS) video game software	A
001-2302	001	Rice bran for use as a fertilizer	A
031-1024	031	Rice bran for animal consumption	A
028-4417	028	Exercise sliders	A
008-4240	008	Hand-operated bagel slicers	A
016-2681	016	Paperboard boxes	A
016-2682	016	Boxes made of paper	A
016-2683	016	Boxes made from paper	A
011-4221	011	Portable patio heaters	A
011-4222	011	Portable patio heaters using {indicate type of fuel, e.g., wood pellets, propane, etc.}	A
016-2676	016	Boxes for drawing instruments	A
016-2677	016	Cases for drawing instruments	A
016-2679	016	Boxes of paperboard	A
016-2693	016	Stencils for decorating coffee	A
016-2695	016	Silk screen stencils	A
016-2702	016	Cake toppers of paper	A
016-2703	016	Cake toppers made of paper	A
016-2705	016	Calligraphy pens	A
016-2713	016	Non-electric chart pointers	A
016-2716	016	Check book cases	A
016-2719	016	Printed chequebooks	A
003-1902	003	Abrasive cleaning preparations	A
001-2303	001	Fire extinguishing and fire prevention compositions	A
016-2678	016	Boxes made of cardboard	A
016-2686	016	Bunting made of paper	A
016-2696	016	Make-up stencils	A
016-2697	016	Stencils for cosmetics	A
008-4244	008	Multi-function hand tools comprised primarily of pocket knives and also including {specify hand tool components, e.g., screwdrivers, files, etc.}	A
008-287	008	Multi-function hand tools comprised of {specify components, e.g., screwdrivers, knives, can openers, file, pliers}	D
016-2687	016	Pennants made of paper	A
016-2688	016	Cake boxes of cardboard	A
016-2689	016	Cake decorating stencils	A
016-2690	016	Cappuccino decorating stencils	A
016-2698	016	Stencils for decorating pastry products	A
016-2699	016	Pastry decorating stencils	A
016-2700	016	Stencils for face painting	A
016-2707	016	Carbonless copy paper	A
016-2720	016	Stencils for decorating pastries	A
016-2680	016	Boxes made of paperboard	A
016-2684	016	Braille paper	A
016-2691	016	Stencils for decorating cappuccino	A
016-2692	016	Coffee decorating stencils	A
016-2694	016	Silkscreen stencils	A
016-2704	016	Calligraphy nibs	A
016-2706	016	Canvas paper	A
016-2708	016	Cardboard hangtags	A
016-2709	016	Cardboard shipping containers for goods	A
000-1	000	Collective Service Marks [See TMEP Section 1303][classification based on the service]	A
035-3112	035	Business information for enterprises	A
035-3113	035	Business information services	A
035-3114	035	Business management assistance for industrial or commercial companies	A
035-3115	035	Commercial information	A
035-3116	035	Commercial information services, via the internet	A
035-3117	035	Creating advertising material	A
042-2610	042	Computer design services	A
042-2611	042	Computer systems design	A
042-2612	042	Consultation services relating to computer software	A
042-2615	042	Reconstitution of databases	A
043-2553	043	Cafe services	A
031-547	031	Fresh citrus fruits	A
031-1030	031	Fresh citrus fruit	A
031-515	031	Fresh edible flowers	A
031-451	031	Fresh flavoring leaves of Japanese pepper tree (sansho)	A
031-1032	031	Fresh mangosteens	A
031-1035	031	Live poultry	A
034-362	034	Holders of cigars of precious metal	A
034-363	034	Humidified cigar boxes	A
035-3120	035	Analysis of markets	A
035-3121	035	Assistance, advisory services and consultancy with regard to business analysis	A
035-3122	035	Assistance, advisory services and consultancy with regard to business management	A
035-3123	035	Assistance, advisory services and consultancy with regard to business organization	A
035-3124	035	Assistance, advisory services and consultancy with regard to business planning	A
035-3125	035	Business advice	A
040-1059	040	Silk screen printing	A
041-2359	041	News reporter services	A
041-2360	041	Organization of sumo-wrestling competitions	A
041-2361	041	Planetarium services	A
041-2362	041	Publication of catalogs	A
041-2363	041	Publication of texts, other than publicity texts	A
016-3099	016	Party ornaments made of paper	A
042-2609	042	Civil engineering drawing services	A
042-2614	042	Leasing of computer apparatus	A
042-2616	042	Technical consultancy in relation to the technical research in the field of food and beverages	A
007-4470	007	Hay balers	A
007-4474	007	Paper bags for vacuum cleaners	A
009-5146	009	Downloadable mobile applications for booking taxis	M
031-977	031	Freeze-dried fishing bait	A
031-1031	031	Fresh durians	A
031-1023	031	Fresh rambutans	A
031-1034	031	Live insects	A
031-1036	031	Live shrimps	A
031-1037	031	Pet rabbit food	A
037-2027	037	Repair or maintenance of machines and apparatus for pulp-making	A
037-2029	037	Repair or maintenance of machines and apparatus for woodworking	A
037-2030	037	Repair or maintenance of measuring machines and instruments	A
041-2364	041	Rental of skin-diving equipment	A
041-2365	041	Training in the field of advertising	A
045-2752	045	Babysitting	A
045-2753	045	Monitoring intellectual property rights for legal advisory purposes	A
041-1420	041	Organisation of exhibitions for cultural or educational purposes	X
041-2322	041	Rental of movie projectors	A
037-2032	037	Sharpening of kitchen knives	A
037-2033	037	Sharpening of scissors	A
044-2946	044	Lawn trimming equipment rental	A
031-1040	031	Arrangements of dried flowers for decorative purposes	A
031-1041	031	Flower corms	A
037-2041	037	Information with relation to aircraft repair and maintenance	A
016-3244	016	Ring binder divisions	A
016-3245	016	Dividers for ring binders	A
016-3246	016	Roller ball pens	A
016-3248	016	Lined paper	A
016-3250	016	Satin paper	A
016-3252	016	Perfumed drawer liners of paper	A
016-3253	016	Perfumed paper drawer liners	A
016-3258	016	Seals for office use	A
016-3259	016	Self-adhesive tapes for stationery purposes	A
016-3260	016	Self-adhesive tapes for stationery use	A
016-3271	016	Silk canvas for painting	A
016-3272	016	Silkscreen prints	A
016-3276	016	Spirit masters for mimeographing	A
016-3277	016	Spools for typewriters	A
016-3278	016	Squares for drawing	A
016-3281	016	Stands for desk calendars	A
016-3282	016	Stands for pencils	A
016-3283	016	Staplers for paper	A
016-3286	016	Starch adhesive for household purposes	A
016-3287	016	Starch adhesive for stationery	A
016-3289	016	Stock certificate paper	A
016-3290	016	Cardboard stuffing	A
016-3291	016	Paper stuffing	A
016-3292	016	Paper table linen	A
016-3293	016	Table mats of card	A
016-3295	016	Tablemats made of paper	A
016-3311	016	Tags of paper or cardboard	A
016-3318	016	Three-dimensional models for educational purposes	A
016-3321	016	Toilet bowl liners made of paper	A
001-2323	001	Captured carbon dioxide (CO2) for use in further manufacture	A
009-6115	009	Polycrystalline silicon photovoltaic cells	A
012-1659	012	Low-speed electric land vehicles	A
012-1661	012	Land vehicles in the nature of low-speed vehicles (LSVs)	A
039-879	039	Leasing of low-speed vehicles (LSVs)	A
039-880	039	Leasing of motorized golf carts	A
039-881	039	Rental of low-speed vehicles (LSVs)	A
009-6117	009	Monocrystalline silicon photovoltaic cells	A
009-6118	009	Amorphous silicon photovoltaic cells	A
009-6119	009	Organic photovoltaic cells	A
039-883	039	Transport of captured carbon dioxide (CO2) for others	A
039-885	039	Marine transport of captured carbon dioxide (CO2) for others	A
037-1772	037	Installation of presses for processing metals	A
037-1774	037	Installation of refrigerating apparatus	A
037-1775	037	Installation of satellite dishes	A
037-1776	037	Installation of septic tanks	A
037-1777	037	Installation of siding	A
037-1779	037	Installation of telecommunications apparatus	A
037-1780	037	Installation of telephone equipment	A
037-1781	037	Installation of thermal insulation for buildings	A
037-1782	037	Installation of ventilating apparatus	A
037-1783	037	Installation of ventilation and dust extraction systems	A
037-1784	037	Installation of wallboards	A
037-1785	037	Installation of water pipes	A
037-1786	037	Installation of water supply apparatus	A
037-1787	037	Installation of windows	A
037-1789	037	Installation of work and building platforms	A
037-1790	037	Installation of working and building platforms	A
037-1792	037	Installation, maintenance and repair of machinery	A
037-1794	037	Installation, repair and maintenance of clean room facilities and equipment	A
037-1795	037	Interior and exterior window cleaning services	A
037-1798	037	Ironing of textiles	A
037-1800	037	Laundering and disinfecting of linen	A
037-1801	037	Laundering and providing information relating thereto	A
037-1803	037	Laundering of babies' nappies	A
037-1805	037	Laundering of cloth, clothing, fabric, linen and textiles	A
037-1809	037	Laundry services for cloth, clothing, fabric, linen and textiles	A
037-1810	037	Laying of cables	A
041-2402	041	Entertainment services in the nature of escape room attractions	A
041-2403	041	Horseback riding instruction provided by dude ranches	A
041-2404	041	Hospitality services in the nature of booking of theatre tickets	A
041-2405	041	Lending library services for lending multimedia materials	A
041-2406	041	Organization of entertainment events in the nature of {indicate, e.g., dance competitions, live musical performances, etc.}	A
